2021-04-07 21:52:47,950 DEBUG   telegram.ext.dispatcher Setting singleton dispatcher as <telegram.ext.dispatcher.Dispatcher object at 0x0000025C4A28F040>
2021-04-07 21:57:54,602 DEBUG   telegram.bot No new updates found.
2021-04-07 21:57:54,602 DEBUG   telegram.bot []
2021-04-07 21:57:54,602 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 21:57:54,602 DEBUG   telegram.bot Entering: get_updates
2021-04-07 21:58:04,673 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 21:58:04,673 DEBUG   telegram.bot No new updates found.
2021-04-07 21:58:04,674 DEBUG   telegram.bot []
2021-04-07 21:58:04,674 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 21:58:04,674 DEBUG   telegram.bot Entering: get_updates
2021-04-07 21:58:15,025 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 21:58:15,025 DEBUG   telegram.bot No new updates found.
2021-04-07 21:58:15,025 DEBUG   telegram.bot []
2021-04-07 21:58:15,026 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 21:58:15,026 DEBUG   telegram.bot Entering: get_updates
2021-04-07 21:58:25,515 DEBUG   telegram.ext.dispatcher Setting singleton dispatcher as <telegram.ext.dispatcher.Dispatcher object at 0x000002961A2EF3D0>
2021-04-07 21:58:25,516 DEBUG   JobQueue JobQueue thread started
2021-04-07 21:58:25,517 DEBUG   telegram.ext.updater dispatcher - started
2021-04-07 21:58:25,518 DEBUG   telegram.ext.updater updater - started
2021-04-07 21:58:25,518 DEBUG   telegram.ext.updater Updater thread started (polling)
2021-04-07 21:58:25,519 DEBUG   telegram.ext.updater Start network loop retry bootstrap del webhook
2021-04-07 21:58:25,519 DEBUG   telegram.bot Entering: delete_webhook
2021-04-07 21:58:25,520 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool Starting new HTTPS connection (1): api.telegram.org
2021-04-07 21:58:25,523 DEBUG   telegram.ext.dispatcher Dispatcher started
2021-04-07 21:58:25,930 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/deleteWebhook HTTP/1.1" 200 68
2021-04-07 21:58:25,931 DEBUG   telegram.bot True
2021-04-07 21:58:25,931 DEBUG   telegram.bot Exiting: delete_webhook
2021-04-07 21:58:25,932 DEBUG   telegram.ext.updater Bootstrap done
2021-04-07 21:58:25,932 DEBUG   telegram.ext.updater Start network loop retry getting Updates
2021-04-07 21:58:25,932 DEBUG   telegram.bot Entering: get_updates
2021-04-07 21:58:29,238 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 521
2021-04-07 21:58:29,238 DEBUG   telegram.bot Getting updates: [297234475]
2021-04-07 21:58:29,238 DEBUG   telegram.bot [<telegram.update.Update object at 0x000002961A305310>]
2021-04-07 21:58:29,238 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 21:58:29,238 DEBUG   telegram.bot Entering: get_updates
2021-04-07 21:58:29,239 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234475, 'message': {'message_id': 583, 'date': 1617821908, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': '/start', 'entities': [{'type': 'bot_command', 'offset': 0, 'length': 6}], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 445900772, 'first_name': 'Лина', 'is_bot': False, 'last_name': 'Францева', 'username': 'Verssania', 'language_code': 'ru'}}}
2021-04-07 21:58:29,239 DEBUG   telegram.bot Entering: get_me
2021-04-07 21:58:29,240 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool Starting new HTTPS connection (2): api.telegram.org
2021-04-07 21:58:29,487 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "GET /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getMe HTTP/1.1" 200 193
2021-04-07 21:58:29,487 DEBUG   telegram.bot {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}
2021-04-07 21:58:29,488 DEBUG   telegram.bot Exiting: get_me
2021-04-07 21:58:29,489 DEBUG   root Quiz bot entered by user: 445900772 @Verssania "Лина Францева"
2021-04-07 21:58:29,489 DEBUG   telegram.bot Entering: send_message
2021-04-07 21:58:29,607 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 621
2021-04-07 21:58:29,608 DEBUG   telegram.bot {'message_id': 584, 'date': 1617821909, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'Давайте начнем тест. У вас будет 5 минут на 2 вопросов. Готовы?', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-07 21:58:29,608 DEBUG   telegram.bot Exiting: send_message
2021-04-07 21:58:31,345 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 518
2021-04-07 21:58:31,347 DEBUG   telegram.bot Getting updates: [297234476]
2021-04-07 21:58:31,347 DEBUG   telegram.bot [<telegram.update.Update object at 0x000002961A305820>]
2021-04-07 21:58:31,347 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 21:58:31,349 DEBUG   telegram.bot Entering: get_updates
2021-04-07 21:58:31,349 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234476, 'message': {'message_id': 585, 'date': 1617821911, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'Начать тест', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 445900772, 'first_name': 'Лина', 'is_bot': False, 'last_name': 'Францева', 'username': 'Verssania', 'language_code': 'ru'}}}
2021-04-07 21:58:31,349 DEBUG   root Message received from 445900772 @Verssania: Начать тест
2021-04-07 21:58:31,349 INFO    root Quiz started by 445900772 @Verssania
2021-04-07 21:58:31,349 DEBUG   telegram.bot Entering: send_message
2021-04-07 21:58:31,484 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 412
2021-04-07 21:58:31,485 DEBUG   telegram.bot {'message_id': 586, 'date': 1617821911, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'Тест начат в 2021-04-07 21:58:31.349888', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-07 21:58:31,486 DEBUG   telegram.bot Exiting: send_message
2021-04-07 21:58:31,487 DEBUG   telegram.bot Entering: send_message
2021-04-07 21:58:31,650 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 731
2021-04-07 21:58:31,651 DEBUG   telegram.bot {'message_id': 587, 'date': 1617821911, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'The founding countries decided to share control of their coal and steel industries so that they could not secretly arm themselves against each other. After this, they set about expanding cooperation to other economic sectors. What was the organisation they created in 1957 called?\nA. The European Coal and Steel Community.\nB. The European Economic and Social Committee.\nC. The European Economic Community.', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-07 21:58:31,651 DEBUG   telegram.bot Exiting: send_message
2021-04-07 21:58:33,566 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 458
2021-04-07 21:58:33,567 DEBUG   telegram.bot Getting updates: [297234477]
2021-04-07 21:58:33,567 DEBUG   telegram.bot [<telegram.update.Update object at 0x000002961A305340>]
2021-04-07 21:58:33,567 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 21:58:33,567 DEBUG   telegram.bot Entering: get_updates
2021-04-07 21:58:33,567 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234477, 'message': {'message_id': 588, 'date': 1617821913, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'B', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 445900772, 'first_name': 'Лина', 'is_bot': False, 'last_name': 'Францева', 'username': 'Verssania', 'language_code': 'ru'}}}
2021-04-07 21:58:33,569 DEBUG   root Message received from 445900772 @Verssania: B
2021-04-07 21:58:33,569 DEBUG   telegram.bot Entering: send_message
2021-04-07 21:58:33,765 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 340
2021-04-07 21:58:33,766 DEBUG   telegram.bot {'message_id': 589, 'date': 1617821913, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'Correct answer: C', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-07 21:58:33,766 DEBUG   telegram.bot Exiting: send_message
2021-04-07 21:58:33,767 DEBUG   telegram.bot Entering: send_message
2021-04-07 21:58:34,022 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 775
2021-04-07 21:58:34,022 DEBUG   telegram.bot {'message_id': 590, 'date': 1617821913, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'Following the two devastating world wars in the 20th century that killed millions of people, several European countries decided to work together to ensure that there would be no more bloodshed. Who were these founding members of the EU?\nA. Belgium, France, Germany, Italy, Luxembourg, the Netherlands and Spain.\nB. Belgium, France, Germany, Italy, Luxembourg and the Netherlands.\nC. Belgium, France, Germany, Luxembourg, the Netherlands and Denmark.', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-07 21:58:34,022 DEBUG   telegram.bot Exiting: send_message
2021-04-07 21:58:43,635 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 21:58:43,636 DEBUG   telegram.bot No new updates found.
2021-04-07 21:58:43,636 DEBUG   telegram.bot []
2021-04-07 21:58:43,636 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 21:58:43,636 DEBUG   telegram.bot Entering: get_updates
2021-04-07 21:58:53,705 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 21:58:53,705 DEBUG   telegram.bot No new updates found.
2021-04-07 21:58:53,706 DEBUG   telegram.bot []
2021-04-07 21:58:53,706 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 21:58:53,706 DEBUG   telegram.bot Entering: get_updates
2021-04-07 21:59:03,776 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 21:59:03,776 DEBUG   telegram.bot No new updates found.
2021-04-07 21:59:03,776 DEBUG   telegram.bot []
2021-04-07 21:59:03,776 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 21:59:03,777 DEBUG   telegram.bot Entering: get_updates
2021-04-07 21:59:13,847 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 21:59:13,848 DEBUG   telegram.bot No new updates found.
2021-04-07 21:59:13,848 DEBUG   telegram.bot []
2021-04-07 21:59:13,848 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 21:59:13,848 DEBUG   telegram.bot Entering: get_updates
2021-04-07 21:59:23,915 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 21:59:23,915 DEBUG   telegram.bot No new updates found.
2021-04-07 21:59:23,916 DEBUG   telegram.bot []
2021-04-07 21:59:23,916 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 21:59:23,916 DEBUG   telegram.bot Entering: get_updates
2021-04-07 21:59:33,982 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 21:59:33,983 DEBUG   telegram.bot No new updates found.
2021-04-07 21:59:33,983 DEBUG   telegram.bot []
2021-04-07 21:59:33,983 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 21:59:33,983 DEBUG   telegram.bot Entering: get_updates
2021-04-07 21:59:44,052 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 21:59:44,053 DEBUG   telegram.bot No new updates found.
2021-04-07 21:59:44,053 DEBUG   telegram.bot []
2021-04-07 21:59:44,053 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 21:59:44,053 DEBUG   telegram.bot Entering: get_updates
2021-04-07 21:59:54,128 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 21:59:54,129 DEBUG   telegram.bot No new updates found.
2021-04-07 21:59:54,129 DEBUG   telegram.bot []
2021-04-07 21:59:54,129 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 21:59:54,129 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:00:04,198 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:00:04,199 DEBUG   telegram.bot No new updates found.
2021-04-07 22:00:04,199 DEBUG   telegram.bot []
2021-04-07 22:00:04,199 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:00:04,199 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:00:14,267 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:00:14,268 DEBUG   telegram.bot No new updates found.
2021-04-07 22:00:14,268 DEBUG   telegram.bot []
2021-04-07 22:00:14,268 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:00:14,268 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:00:24,341 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:00:24,342 DEBUG   telegram.bot No new updates found.
2021-04-07 22:00:24,342 DEBUG   telegram.bot []
2021-04-07 22:00:24,342 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:00:24,342 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:00:34,408 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:00:34,409 DEBUG   telegram.bot No new updates found.
2021-04-07 22:00:34,409 DEBUG   telegram.bot []
2021-04-07 22:00:34,409 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:00:34,409 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:00:44,480 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:00:44,480 DEBUG   telegram.bot No new updates found.
2021-04-07 22:00:44,480 DEBUG   telegram.bot []
2021-04-07 22:00:44,480 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:00:44,480 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:00:54,550 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:00:54,550 DEBUG   telegram.bot No new updates found.
2021-04-07 22:00:54,550 DEBUG   telegram.bot []
2021-04-07 22:00:54,551 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:00:54,551 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:01:04,616 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:01:04,617 DEBUG   telegram.bot No new updates found.
2021-04-07 22:01:04,617 DEBUG   telegram.bot []
2021-04-07 22:01:04,617 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:01:04,617 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:01:14,686 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
